fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Symbol
2017-04-29,USD,12955000000,9656000000,1651000000,3599000000,4637000000,1011000000,3299000000,2287000000,None,425000000,None,425000000,None,None,1948000000,409000000,587000000,8456000000,6470000000,4599000000,371000000,45000000,None,1986000000,None,1274000000,45000000,1302000000,None,None,684000000,4499000000,None,4202000000,31000000,306000000,BBY
2017-01-28,USD,13856000000,10516000000,2240000000,3921000000,4864000000,1347000000,3340000000,2293000000,5850000000,425000000,None,425000000,None,None,1681000000,384000000,622000000,9147000000,7122000000,4984000000,452000000,52000000,None,2280000000,None,1163000000,44000000,1321000000,1163000000,None,704000000,4709000000,None,4399000000,31000000,311108000,BBY
2021-09-30,USD,19953380000,2466286000,859902000,1337098000,588911000,419614000,16903799000,680839000,None,468973000,177073000,291900000,441000000,16230635000,477196000,12413000,106631000,4621002000,649916000,136398000,67000000,3939000,37801000,3981641000,10600000,3439000,3439000,10600000,3439000,177721000,214291000,15332378000,-106641000,15080854000,3000,29814000,BIO
2021-06-30,USD,15117556000,2289093000,732836000,1161398000,598989000,401207000,12247375000,672234000,None,476752000,184852000,291900000,393400000,11580390000,428562000,13236000,99071000,3522676000,587052000,133457000,66200000,3936000,37344000,2946424000,10800000,3436000,3436000,10779000,3436000,154942000,218742000,11594880000,-149462000,11159475000,3000,29764000,BIO
2021-03-31,USD,13933160000,2175317000,673470000,1019868000,605156000,409537000,11182926000,678936000,None,483664000,191764000,291900000,317500000,10503038000,346398000,26325000,92189000,3324101000,609892000,138494000,66200000,3938000,40973000,2725109000,10900000,3438000,3438000,10901000,3438000,166462000,228870000,10609059000,-149905000,10245426000,3000,29823000,BIO
2020-12-31,USD,12972618000,2139835000,662205000,991118000,622253000,420824000,10840863000,491371000,961390000,491413000,199497000,291900000,306000000,9561140000,328913000,10859000,86723000,3092678000,631536000,139451000,60000000,0,38305000,2555942000,11000000,17698000,3598000,12258000,17698000,173570000,196971000,9879940000,-99907000,9268012000,3000,29834000,BIO
2020-09-30,USD,12020931000,2323861000,840325000,1154427000,640228000,403741000,9133770000,677601000,None,497221000,205305000,291916000,261300000,8439897000,314102000,10109000,82351000,3195786000,986657000,132994000,55800000,853736000,461023000,2220229000,11100000,853236000,853236000,12241000,853236000,160903000,182085000,8825145000,-100067000,8428925000,3000,29721000,BIO
2020-06-30,USD,10097307000,2132584000,607584000,1031810000,628401000,362554000,7403494000,679018000,None,502867000,211367000,291500000,375500000,6703039000,424226000,5249000,79795000,2743905000,926895000,None,51000000,853502000,426502000,1828077000,11100000,853002000,853002000,12200000,853002000,147140000,175021000,7353402000,-138037000,7123093000,3000,29652000,BIO
2020-03-31,USD,8684359000,2082587000,603551000,1036701000,557029000,382376000,6525633000,486174000,875548000,402417000,138317000,264100000,393200000,5434760000,433150000,8034000,77903000,2391280000,869254000,None,50900000,887548000,426308000,1533074000,11000000,852608000,852608000,12205000,852608000,127785000,173257000,6293079000,-138402000,6156691000,3000,29865000,BIO
2019-12-31,USD,8008859000,2180155000,660672000,1114645000,554007000,392672000,5830565000,499339000,882833000,409656000,145525000,264131000,402900000,4638205000,453973000,10940000,79636000,2253802000,905495000,107014000,45800000,424400000,426172000,254923000,11200000,1292772000,852372000,13579000,1292772000,86840000,160923000,5755057000,-38397000,5470779000,3000,29927000,BIO
2019-09-30,USD,7177100000,2047632000,561071000,979248000,587987000,356025000,5058353000,495876000,851488000,411065000,146965000,264100000,370900000,3931715000,418177000,9228000,73293000,2045924000,434040000,None,45600000,37769000,436031000,785083000,11200000,3569000,3569000,437808000,439600000,113490000,143475000,5131192000,-30443000,4917313000,3000,29831000,BIO
2019-06-30,USD,7646900000,2087940000,580684000,981856000,589897000,377904000,5497366000,499180000,850255000,362876000,127476000,235400000,353600000,4417240000,401172000,10303000,64178000,2160135000,445977000,None,44400000,38000000,435933000,782018000,11300000,3567000,3567000,437680000,439500000,125952000,145347000,5486810000,-58732000,5184511000,3000,29814000,BIO
2019-03-31,USD,6862900000,2031643000,455890000,858989000,590438000,391699000,4547280000,502952000,827584000,369882000,139382000,230500000,357600000,3671912000,403099000,20998000,70291000,1999059000,444306000,None,41100000,3557000,435843000,1362189000,11400000,3557000,3557000,437600000,439400000,127151000,143684000,4863855000,-43731000,4585701000,3000,29801000,BIO
2018-12-31,USD,5611100000,2023478000,431526000,844796000,583815000,392443000,3590147000,508690000,818139000,352923000,133123000,219800000,373200000,2655709000,413270000,9615000,70298000,1590737000,450795000,122450000,37300000,0,493000,1209205000,None,441193000,493000,438937000,441193000,101218000,147766000,4020331000,-49129000,3722073000,3000,29878000,BIO
2018-09-30,USD,6718662000,2034197000,434517000,860570000,601053000,381526000,4612179000,484323000,811561000,652565000,150662000,501903000,379500000,3474321000,426053000,185488000,73221000,1818181000,453159000,None,39300000,1772000,1772000,1365019000,None,1772000,1772000,None,1772000,149576000,172271000,4900481000,-217000,4550601000,3000,29863000,BIO
2018-06-30,USD,6386223000,1992334000,403006000,818247000,591433000,404091000,4320078000,490249000,799118000,658035000,158035000,500000000,370700000,3170820000,415241000,173003000,74763000,1747277000,442421000,None,41400000,1721000,1721000,1304880000,None,1721000,1721000,None,1721000,149394000,179174000,4638946000,-217000,4281275000,3000,29814000,BIO
2018-03-31,USD,6214912000,1977116000,407272000,762933000,612217000,430361000,4160330000,499708000,821222000,678571000,168212000,510359000,312300000,2981768000,355661000,166045000,94931000,1726821000,456198000,None,38200000,369000,420000,1270623000,None,369000,369000,None,369000,154087000,190988000,4488091000,-217000,4013232000,3000,29787000,BIO
2017-12-31,USD,4273012000,1976649000,383824000,754978000,594804000,464847000,2296363000,493496000,811654000,680213000,174113000,506100000,328000000,1027736000,371154000,10325000,94949000,1342762000,502696000,135182000,36700000,420000,420000,913885000,None,437320000,420000,None,437320000,127288000,183276000,2930250000,-217000,1830439000,3000,29766000,BIO
2017-09-30,USD,4185728000,1892451000,328894000,716457000,601571000,419708000,2235321000,500687000,796556000,701833000,181133000,520700000,346600000,1032801000,387563000,8927000,57950000,1337281000,466456000,None,None,452000,452000,873550000,None,452000,452000,None,452000,161063000,147779000,2848447000,-217000,1880765000,3000,29660000,BIO
2017-06-30,USD,4143459000,1826528000,321584000,712852000,580581000,392842000,2259394000,503329000,774641000,715106000,184819000,530287000,352300000,1040959000,391268000,10038000,57537000,1332462000,455110000,None,None,505000,505000,879952000,None,505000,505000,None,505000,143731000,148123000,2810997000,-984000,1853372000,3000,29613000,BIO
2017-03-31,USD,3952769000,1732571000,291663000,674075000,559819000,373443000,2167538000,505104000,756401000,706814000,190614000,516200000,344800000,955620000,382412000,120674000,52669000,1245303000,407504000,None,None,466000,466000,840199000,None,466000,466000,None,466000,142511000,403510000,2707466000,-101000,1848337000,3000,29580000,BIO
2016-12-31,USD,3850500000,1844524000,456264000,839440000,524961000,372348000,1958128000,488614000,738774000,638709000,161609000,477100000,347800000,830790000,383176000,12201000,47852000,1271344000,471322000,133109000,31003000,334000,334000,795023000,None,437334000,334000,None,437334000,115388000,140537000,2579160000,-101000,1828581000,3000,29554000,BIO
2021-09-30,USD,2270187000,543748000,196321000,235061000,117366000,147548000,1726439000,207134000,195528000,1436320000,596300000,840020000,38740000,None,38740000,43773000,11589000,630822000,133992000,25621000,39221000,12500000,24501000,489240000,77060000,287723000,12500000,None,377283000,3612000,20046000,1639365000,None,1119337000,393000,39273057,TECH
2021-06-30,USD,2262957000,510606000,199091000,199091000,116748000,145385000,909284000,207907000,189849000,615968000,615968000,843067000,12500000,None,32463000,16919000,11575000,699986000,152284000,29384000,38995000,12500000,24102000,539439000,79227000,328827000,12500000,None,420554000,3891000,24462000,1562971000,None,1085461000,390000,38955484,TECH
2021-03-31,USD,2084642000,566606000,186136000,186136000,109990000,157790000,1518036000,198975000,186919000,1235638000,489178000,746460000,None,None,90108000,22582000,11593000,545189000,137640000,25842000,38414000,12500000,22914000,399060000,77230000,202931000,12500000,None,292661000,2581000,23812000,1539453000,None,1088788000,389000,38854000,TECH
2020-12-31,USD,2067866000,541933000,165526000,165526000,106590000,128243000,1525933000,195602000,181391000,1232482000,504172000,728310000,None,None,117426000,24148000,11339000,545950000,117568000,24252000,27617000,12500000,22412000,419444000,73584000,219035000,12500000,None,305119000,3166000,25796000,1521916000,None,1104762000,388000,38765300,TECH
2020-09-30,USD,2053096000,541893000,169404000,169404000,106003000,122635000,1511203000,191677000,175420000,1239227000,507591000,731636000,None,None,117986000,25865000,10281000,613811000,105424000,27190000,26685000,12500000,22195000,508387000,75389000,311139000,12500000,None,333334000,42754000,29981000,1439285000,None,1073362000,386000,38601131,TECH
2020-06-30,USD,2027589000,520920000,146625000,146625000,103152000,122534000,1512903000,176829000,169821000,516545000,516545000,728308000,36400000,None,124268000,24341000,13522000,646397000,106668000,23090000,27249000,12500000,22035000,539729000,76783000,344243000,12500000,None,366278000,0,26949000,1381192000,None,1057470000,385000,38453046,TECH
2020-03-31,USD,1999022000,491928000,156216000,156216000,99673000,117452000,1507094000,165012000,166355000,1256164000,530333000,725831000,None,None,104872000,13715000,12167000,707754000,104985000,19735000,28356000,12500000,22044000,602769000,79035000,407348000,12500000,None,429392000,29250000,28052000,1291268000,None,1012713000,381000,38122138,TECH
2019-12-31,USD,1998415000,465074000,110293000,110293000,95351000,111753000,1533341000,164313000,162226000,1283953000,549712000,734241000,None,None,133657000,14020000,9251000,675067000,104953000,19092000,25093000,21898000,21898000,393842000,81091000,370452000,12500000,None,392350000,31162000,20706000,1323348000,None,1038783000,383000,38282251,TECH
2019-09-30,USD,1925028000,391945000,99891000,99891000,90855000,122724000,1533083000,156783000,156953000,1293750000,563338000,730412000,None,None,58520000,19955000,5588000,750804000,88268000,14106000,19608000,21760000,21760000,501136000,82130000,473556000,12500000,None,495316000,26538000,22450000,1174224000,None,931358000,381000,38084292,TECH
2019-06-30,USD,1884410000,412607000,100886000,100886000,91050000,137466000,1471803000,154039000,152278000,1312096000,579429000,732667000,None,None,65147000,18058000,5668000,718821000,101985000,16210000,19484000,12500000,12500000,527082000,None,492660000,12500000,None,505160000,12484000,25222000,1165589000,None,931934000,379000,37934040,TECH
2019-03-31,USD,1872618000,423433000,95561000,95561000,93839000,133927000,1449185000,145319000,151677000,1298750000,579142000,719608000,None,None,83229000,16877000,5116000,726352000,98047000,14898000,21612000,12500000,12500000,531461000,None,509765000,12500000,None,-360000,13512000,19496000,1146266000,None,927773000,378000,37813367,TECH
2018-12-31,USD,1844832000,379934000,85886000,85886000,90905000,113283000,1464898000,145262000,151062000,1314628000,608273000,706355000,None,None,70647000,19213000,5008000,748407000,87432000,16013000,None,None,12500000,660975000,None,538000000,12500000,None,-388000,20896000,17993000,1096425000,None,895205000,377000,37734646,TECH
2018-09-30,USD,1872198000,383112000,94674000,94674000,90918000,114753000,1489086000,146511000,147903000,1337476000,632686000,704790000,None,None,69047000,13720000,5099000,762729000,83442000,18259000,None,12500000,12500000,679287000,None,548973000,12500000,None,-402000,8762000,9671000,1109469000,None,905139000,378000,37802998,TECH
2018-06-30,USD,1593202000,398366000,121990000,121990000,85648000,120296000,1194836000,145348000,139452000,1044222000,446332000,597890000,None,2606000,59764000,10668000,5266000,514141000,79510000,18452000,17409000,None,339000000,434631000,None,339000000,339000000,None,398764000,7067000,9338000,1079061000,None,876931000,376000,37607500,TECH
2018-03-31,USD,1617808000,393504000,86608000,86608000,88586000,109759000,1224304000,142779000,142648000,1054461000,443794000,610667000,None,24181000,89826000,1073186000,27064000,559516000,70889000,14530000,None,None,392500000,488627000,None,392500000,392500000,None,482326000,11341000,9140000,1058292000,None,847310000,375000,37545189,TECH
2017-12-31,USD,1555422000,346086000,121458000,162385000,68280000,98498000,1249721000,138461000,137198000,1027461000,438360000,589101000,81285000,40385000,40927000,16923000,43414000,557603000,111679000,11318000,6016000,None,362500000,445924000,None,362500000,362500000,None,362500000,59316000,9321000,997819000,None,839564000,375000,37409328,TECH
2017-09-30,USD,1527380000,307158000,72464000,122725000,66532000,107325000,1260607000,136846000,133232000,1038804000,451024000,587780000,90685000,40385000,50261000,10576000,44572000,567298000,107031000,15082000,5374000,None,6132000,460539000,None,337500000,337500000,None,337500000,46274000,6255000,960082000,None,802434000,374000,37409328,TECH
2017-06-30,USD,1558219000,348025000,91612000,157714000,85648000,116830000,1250579000,135124000,128237000,1031068000,452042000,579026000,106485000,40385000,66102000,13330000,44002000,608592000,135522000,16856000,5968000,None,6132000,473070000,None,343771000,343771000,None,349903000,71068000,5403000,949627000,None,799027000,374000,37356041,TECH
2017-03-31,USD,1533431000,306042000,59840000,113620000,63767000,118335000,1267774000,132146000,125647000,1052431000,482693000,569738000,94185000,40385000,53780000,10320000,42812000,625506000,142200000,12034000,6072000,None,14578000,483306000,None,343637000,67280000,None,358215000,73352000,4397000,907925000,None,778836000,373000,37333015,TECH
2016-12-31,USD,1520025000,294106000,58936000,115495000,66089000,104368000,1265919000,131952000,121688000,1051273000,493542000,557731000,96600000,40000000,56559000,1059427000,42694000,629452000,120326000,12908000,4852000,None,3595000,509126000,None,343659000,63500000,None,347254000,68352000,3628000,890573000,None,769005000,373000,37310142,TECH
2021-09-30,USD,23806700000,7162300000,978900000,3558400000,1347900000,1723000000,16644400000,3410700000,1944200000,8047300000,2286800000,5760500000,3547800000,968300000,2579500000,736300000,2018600000,12925000000,4211600000,427900000,None,998800000,998800000,3309400000,348200000,6272300000,998800000,None,6272300000,2550700000,1318200000,10429900000,2977100000,13543500000,100000,148000000,BIIB
2021-06-30,USD,24470400000,7183700000,1180200000,2489000000,1254800000,1688000000,17286700000,3442200000,1880300000,8148900000,2385000000,5763900000,2223900000,915100000,1308800000,767900000,2528100000,13255600000,3347200000,375300000,None,None,7269000000,3518200000,363900000,7269200000,None,None,7269200000,2741000000,1356400000,10751900000,2977100000,13900700000,100000,149700000,BIIB
2021-03-31,USD,23854700000,6719500000,745800000,2065800000,1171800000,1854300000,17135200000,3438300000,1827600000,8751200000,2988100000,5763100000,2141900000,821900000,1320000000,786100000,2423000000,13191500000,3165800000,430400000,None,None,None,3709700000,380000000,7267200000,None,None,7267200000,2592300000,1411800000,10682200000,2977100000,13833500000,100000,151900000,BIIB
2020-12-31,USD,24618900000,6887100000,626900000,1905800000,1068600000,1913800000,17731800000,3411500000,1782300000,8846400000,3084300000,5762100000,2051000000,772100000,1278900000,881100000,2899000000,13932800000,3742200000,454900000,None,0,7426000000,10974300000,402000000,7426200000,None,7500000000,7426200000,3145300000,1329600000,10700300000,2977100000,13976300000,100000,152400000,BIIB
2020-09-30,USD,24934100000,7843100000,1570300000,2925300000,1027700000,2024900000,17091000000,3359900000,1734800000,9079300000,3323600000,5755700000,2364800000,1009800000,1355000000,683500000,1834900000,14189600000,3804000000,398400000,None,None,None,3863100000,409100000,7425000000,None,None,7425000000,3286200000,1428100000,10758500000,2977100000,13961000000,100000,156900000,BIIB
2020-06-30,USD,25511800000,8493800000,1869600000,3812300000,952700000,2133600000,17018000000,3330700000,1687000000,9134800000,3383800000,5751000000,2865500000,922800000,1942700000,638800000,1483300000,14222600000,3447100000,383900000,None,None,None,4297400000,414800000,7423800000,None,None,7423800000,2486500000,1475400000,11308700000,2977100000,14466700000,100000,160600000,BIIB
2020-03-31,USD,26119200000,8007200000,1974100000,3243200000,858800000,2092600000,18112000000,3281600000,1636700000,9198900000,3446900000,5752000000,2238600000,969500000,1269100000,683800000,1130600000,13582300000,4638600000,389000000,None,1501800000,1501800000,5479300000,403700000,4459900000,1501800000,None,4459900000,2437800000,1357300000,12546900000,2977100000,15673100000,100000,172800000,BIIB
2019-12-31,USD,27234300000,8381800000,2913700000,2913700000,804200000,1880500000,15620400000,3247300000,1590900000,9285200000,3527400000,5757800000,2970300000,1408100000,1562200000,631000000,1252800000,13895200000,4863800000,530800000,None,1495800000,1495800000,8564900000,412700000,4459000000,1495800000,6000000000,4459000000,2765800000,1348900000,13343200000,2977100000,16455400000,100000,174200000,BIIB
2019-09-30,USD,27484000000,8448200000,2343900000,4437400000,751800000,1933500000,15751300000,3138100000,1555300000,9138500000,3392400000,5746100000,3907400000,1813900000,2093500000,743200000,1238800000,13492200000,4432200000,382200000,None,1495300000,1495300000,2779100000,410500000,4458200000,1495300000,None,4458200000,2429100000,1370900000,13995900000,2977100000,17065200000,100000,184000000,BIIB
2019-06-30,USD,26287600000,7909800000,1723400000,2952200000,776700000,1959600000,15557700000,3077500000,1886200000,9430500000,3681300000,5749200000,2538100000,1309300000,1228800000,980400000,1306000000,13338800000,3210900000,377100000,None,None,72300000,2835400000,423000000,5948500000,72300000,None,5948500000,2318000000,1355800000,12952900000,2977100000,16182800000,100000,190300000,BIIB
2019-03-31,USD,26445500000,8942600000,2243200000,3909000000,770200000,2088900000,17055100000,3013800000,1841000000,8695900000,3056200000,5639700000,3038500000,1372700000,1665800000,965400000,1898300000,12623500000,3148700000,378000000,None,None,72500000,4165600000,436100000,5943200000,72500000,None,5943200000,2435000000,1353800000,13829900000,2977100000,17026700000,100000,196600000,BIIB
2018-12-31,USD,25288900000,7640900000,1224600000,1224600000,929900000,1958500000,17654600000,3601200000,1797400000,8826400000,3120000000,5706400000,3546100000,1375900000,2313400000,687600000,1690600000,12257300000,3295200000,370500000,None,0,None,9817000000,None,5936500000,None,6000000000,5936500000,2861200000,1389400000,13039600000,2977100000,16257000000,100000,197200000,BIIB
2018-09-30,USD,25492200000,8719000000,2386700000,4428400000,916600000,2017300000,16782900000,3538900000,1730600000,8819100000,3379000000,5440100000,3286200000,1244500000,2041700000,848300000,1009800000,11732400000,3174900000,342300000,None,0,None,3743800000,None,5931100000,None,None,5931100000,2578500000,1511800000,13766600000,2977100000,16944100000,100000,201400000,BIIB
2018-06-30,USD,23952900000,7432100000,1250200000,3224200000,931700000,1951000000,16533700000,3409000000,1671700000,8831600000,3661300000,5170300000,3134200000,1160200000,1974000000,843300000,902100000,11699200000,3152400000,295700000,None,0,5928400000,3702600000,None,5928400000,5928400000,None,5928400000,2633700000,1457600000,12260900000,2977100000,15499500000,100000,207100000,BIIB
2018-03-31,USD,26090100000,10195400000,4108000000,5916000000,890800000,1939200000,17110700000,3334700000,1631500000,8702300000,3794500000,4907800000,3008200000,1200200000,1808000000,895900000,380100000,12052600000,3152100000,345800000,None,3300000,3300000,3244800000,None,5929400000,3300000,None,5929400000,2571100000,1640000000,14053700000,2977100000,17334600000,100000,211400000,BIIB
2017-12-31,USD,23652600000,7873300000,1573800000,3689000000,902700000,1787000000,18859400000,3182400000,1559100000,8512100000,3879600000,4632500000,5172500000,3057300000,2115200000,962000000,431600000,11054500000,3368200000,395500000,None,3200000,3200000,1751300000,None,5935000000,3200000,6003200000,5938200000,2901300000,1628700000,12612800000,2977100000,15810400000,100000,211500000,BIIB
2017-09-30,USD,23073200000,7568000000,1548100000,3508300000,1007200000,1567500000,18591200000,2995900000,1580600000,8146900000,4019400000,4127500000,5022200000,3062000000,1960200000,967000000,1300400000,10224300000,3448400000,298700000,None,573200000,573200000,1117600000,None,5938300000,573200000,None,5938300000,2455200000,716900000,12860500000,2977100000,16107700000,100000,211400000,BIIB
2017-06-30,USD,21759000000,7108700000,1169600000,2893000000,936500000,1630200000,17308300000,2827600000,1511400000,7921700000,4051300000,3870400000,4356200000,2632700000,1723500000,1146100000,1268300000,10185400000,3379700000,330300000,None,559900000,559900000,1117500000,None,5954000000,6513900000,None,5954000000,2436900000,750900000,11585200000,2977100000,14881700000,100000,211900000,BIIB
2017-03-31,USD,21195900000,6859700000,924000000,2880200000,921600000,1501500000,17199200000,2610900000,1438100000,7715600000,4103900000,3611700000,4781400000,2825200000,1956200000,1231900000,1184500000,9728500000,2992500000,316400000,None,561500000,561500000,1037400000,None,5952700000,6514200000,None,5952700000,2044600000,688800000,11479000000,2977100000,14781200000,100000,215600000,BIIB
2016-12-31,USD,22876800000,8732200000,2326500000,4895100000,1001600000,1441600000,17011800000,2501800000,1439300000,7477600000,3808300000,3669300000,5398000000,2829400000,2568600000,1093300000,1335800000,10748200000,3419900000,279800000,None,4700000,3000000,832000000,None,6512700000,1700000,6556200000,6515700000,2903500000,722500000,12140100000,2611700000,15071600000,100000,215900000,BIIB
2021-09-30,USD,169636000000,10432000000,7361000000,10432000000,None,None,36337000000,703000000,1257000000,33836000000,18476000000,15360000000,7101000000,7101000000,3071000000,14106000000,100716000000,131270000000,1402000000,None,None,None,None,131305000000,1946000000,6474000000,None,6836000000,6474000000,1402000000,117392000000,36817000000,8793000000,26672000000,2000000,151988234,BLK
2021-06-30,USD,176962000000,10401000000,6416000000,10401000000,None,None,35230000000,741000000,1211000000,33876000000,18514000000,15362000000,7595000000,7595000000,3985000000,16170000000,108374000000,138572000000,1238000000,None,None,None,None,139576000000,None,6491000000,None,6909000000,6491000000,1238000000,125232000000,36033000000,8498000000,25620000000,2000000,152298784,BLK
2021-03-31,USD,173859000000,10442000000,6267000000,10442000000,None,None,35164000000,671000000,1150000000,33864000000,18516000000,15348000000,7145000000,7145000000,4175000000,15711000000,106376000000,136019000000,1196000000,None,None,None,None,137234000000,None,7232000000,None,7553000000,7232000000,1196000000,122720000000,35380000000,8204000000,24872000000,2000000,152635930,BLK
2020-12-31,USD,176982000000,12945000000,8664000000,12945000000,None,None,34144000000,681000000,1098000000,32814000000,18263000000,14551000000,6919000000,6919000000,4281000000,16692000000,124369000000,139326000000,1028000000,None,None,None,4966000000,140620000000,None,7300000000,None,7883000000,7264000000,-3673000000,124862000000,35283000000,8009000000,24334000000,2000000,152532885,BLK
2020-09-30,USD,165118000000,10418000000,6507000000,10418000000,None,None,34183000000,693000000,1040000000,32844000000,18290000000,14554000000,6307000000,6307000000,3911000000,15358000000,115061000000,129102000000,988000000,None,None,None,None,130198000000,None,7227000000,None,7857000000,7227000000,-3742000000,115298000000,33873000000,8018000000,23340000000,2000000,152496403,BLK
2020-06-30,USD,157342000000,8303000000,5466000000,8303000000,None,None,34233000000,697000000,979000000,32873000000,18317000000,14556000000,5171000000,5171000000,2837000000,14392000000,110145000000,123308000000,914000000,None,None,None,None,123642000000,None,7190000000,None,7787000000,7190000000,14397000000,110351000000,32730000000,8030000000,22532000000,2000000,152460239,BLK
2020-03-31,USD,149020000000,7388000000,4406000000,7388000000,None,None,34279000000,714000000,923000000,32903000000,18344000000,14559000000,5240000000,5240000000,2982000000,14980000000,102662000000,114510000000,982000000,None,None,None,None,114968000000,None,5933000000,None,6147000000,5933000000,14786000000,103127000000,33013000000,6936000000,21872000000,2000000,154262618,BLK
2019-12-31,USD,168622000000,8004000000,4829000000,8004000000,None,None,34315000000,715000000,880000000,32931000000,18369000000,14562000000,5489000000,5489000000,3175000000,15506000000,121479000000,133693000000,1167000000,None,None,None,None,133842000000,None,4955000000,None,5300000000,4955000000,15759000000,121780000000,33547000000,6732000000,21662000000,2000000,154375780,BLK
2019-09-30,USD,163872000000,5229000000,4476000000,5229000000,None,None,34245000000,669000000,876000000,32959000000,18407000000,14552000000,2117000000,2117000000,753000000,18738000000,120494000000,130268000000,1252000000,None,None,None,None,130153000000,None,5932000000,None,6257000000,5932000000,18699000000,117076000000,32407000000,6742000000,20873000000,2000000,154349915,BLK
2019-06-30,USD,163347000000,4637000000,3920000000,4637000000,None,None,34293000000,659000000,836000000,32988000000,18477000000,14511000000,1989000000,1989000000,717000000,18485000000,120825000000,130687000000,1277000000,None,None,None,None,130120000000,None,5964000000,None,6257000000,5964000000,18446000000,117899000000,31893000000,6659000000,20267000000,2000000,154543673,BLK
2019-03-31,USD,165008000000,4663000000,3891000000,4663000000,None,None,32004000000,656000000,794000000,31348000000,17824000000,13524000000,1917000000,1917000000,772000000,20830000000,124255000000,132637000000,6191000000,None,None,None,4966000000,127455000000,None,4966000000,4966000000,5131000000,4966000000,20791000000,121449000000,31309000000,6676000000,19779000000,2000000,154500315,BLK
2018-12-31,USD,159573000000,7019000000,6488000000,7019000000,None,None,32008000000,643000000,750000000,31365000000,17839000000,13526000000,4476000000,1796000000,717000000,20672000000,116624000000,126033000000,1292000000,None,None,None,None,125848000000,None,5000000000,None,5000000000,4979000000,20996000000,112829000000,32374000000,5387000000,19282000000,2000000,157553501,BLK
2018-09-30,USD,174862000000,7042000000,6358000000,7042000000,176000000,None,31968000000,588000000,765000000,31380000000,17854000000,13526000000,1760000000,1760000000,684000000,19628000000,131872000000,141789000000,6394000000,None,None,None,4991000000,135998000000,None,4991000000,4994000000,5033000000,4991000000,19575000000,129671000000,32415000000,4871000000,18852000000,2000000,158837718,BLK
2018-06-30,USD,195549000000,7268000000,6599000000,7268000000,249000000,None,31163000000,581000000,728000000,30582000000,17367000000,13215000000,1813000000,1813000000,669000000,22977000000,153282000000,162679000000,1216000000,None,None,None,4994000000,162149000000,None,4994000000,4994000000,5065000000,4994000000,22960000000,151773000000,32130000000,4388000000,18138000000,2000000,159812950,BLK
2018-03-31,USD,216017000000,6271000000,5978000000,6271000000,293000000,None,31184000000,589000000,698000000,30595000000,17378000000,13217000000,2050000000,2050000000,293000000,27309000000,174025000000,183434000000,1421000000,None,None,None,5036000000,182574000000,None,5036000000,5036000000,5134000000,5036000000,788000000,172673000000,31978000000,4108000000,17529000000,2000000,160308362,BLK
2017-12-31,USD,220241000000,7729000000,6894000000,7729000000,835000000,None,31201000000,592000000,658000000,30609000000,17389000000,13220000000,1981000000,1981000000,835000000,24246000000,177298000000,187977000000,1161000000,None,None,None,5014000000,187181000000,None,5014000000,5014000000,5200000000,5014000000,2153000000,176060000000,31798000000,3967000000,16966000000,2000000,159977115,BLK
2017-09-30,USD,220567000000,6857000000,6165000000,6857000000,692000000,None,31197000000,571000000,708000000,30626000000,17400000000,13226000000,1928000000,1928000000,692000000,27485000000,178012000000,190150000000,1652000000,None,None,None,5000000000,188818000000,None,5000000000,5000000000,5248000000,5000000000,1614000000,176918000000,30042000000,3697000000,15065000000,2000000,160528060,BLK
2017-06-30,USD,217488000000,6227000000,5508000000,6227000000,719000000,None,31171000000,549000000,671000000,30622000000,17423000000,13199000000,1942000000,1942000000,719000000,26321000000,175809000000,187601000000,1520000000,None,None,None,4970000000,186352000000,None,4970000000,4970000000,5225000000,4970000000,1140000000,174990000000,29555000000,3433000000,14523000000,2000000,161137506,BLK
2017-03-31,USD,230586000000,6623000000,5703000000,6623000000,920000000,None,30997000000,546000000,636000000,30451000000,17338000000,13113000000,1857000000,1857000000,920000000,None,188691000000,201071000000,2000000000,None,None,None,None,199380000000,None,5619000000,None,5888000000,5619000000,769000000,187653000000,29156000000,3171000000,14073000000,2000000,161798937,BLK
2016-12-31,USD,220177000000,6716000000,6091000000,6716000000,625000000,None,31040000000,559000000,601000000,30481000000,17363000000,13118000000,1595000000,1595000000,625000000,27851000000,179017000000,190833000000,1094000000,None,None,None,4915000000,189933000000,None,4915000000,4915000000,5200000000,4915000000,1880000000,178104000000,29098000000,3185000000,13660000000,2000000,161534443,BLK
